cultura	regiao	area	prod	rend
CANA	PRSP	50	2500	50000
CANA	PRSP	198	16470	83182
CANA	PRSP	180	15300	85000
CANA	PRSP	180	15300	85000
CANA	PRSP	18	1170	65000
CANA	PRSP	18	1170	65000
CANA	PRSP	2817	160180	56862
CANA	PRSP	1352	80875	59819
CANA	PRSP	50	3000	60000
CANA	PRSP	212	10600	50000
CANA	PRSP	10	600	60000
CANA	PRSP	5	275	55000
CANA	PRSP	5	300	60000
CANA	PRSP	150	9000	60000
CANA	PRSP	200	12000	60000
CANA	PRSP	10	500	50000
CANA	PRSP	200	10000	50000
CANA	PRSP	13	780	60000
CANA	PRSP	10	600	60000
CANA	PRSP	2	120	60000
CANA	PRSP	120	10800	90000
CANA	PRSP	150	9000	60000
CANA	PRSP	75	5250	70000
CANA	PRSP	80	4400	55000
CANA	PRSP	50	3000	60000
CANA	PRSP	10	650	65000
CANA	PRSP	425	23615	55565
CANA	PRSP	40	2200	55000
CANA	PRSP	30	1800	60000
CANA	PRSP	80	4400	55000
CANA	PRSP	20	960	48000
CANA	PRSP	3	200	66667
CANA	PRSP	50	3000	60000
CANA	PRSP	50	3000	60000
CANA	PRSP	15	900	60000
CANA	PRSP	10	550	55000
CANA	PRSP	10	420	42000
CANA	PRSP	37	1600	43243
CANA	PRSP	10	600	60000
CANA	PRSP	5	285	57000
CANA	PRSP	30	1650	55000
CANA	PRSP	5	300	60000
CANA	PRSP	10	600	60000
CANA	PRSP	10	550	55000
CANA	PRSP	10	600	60000
CANA	PRSP	1040	55690	53548
CANA	PRSP	80	4560	57000
CANA	PRSP	60	3250	54167
CANA	PRSP	55	2750	50000
CANA	PRSP	150	9000	60000
CANA	PRSP	70	4200	60000
CANA	PRSP	155	7750	50000
CANA	PRSP	260	13000	50000
CANA	PRSP	20	1140	57000
CANA	PRSP	30	1650	55000
CANA	PRSP	30	1500	50000
CANA	PRSP	130	6890	53000
CANA	PRSP	802	41113	51263
CANA	PRSP	153	9115	59575
CANA	PRSP	15	900	60000
CANA	PRSP	10	600	60000
CANA	PRSP	80	4800	60000
CANA	PRSP	15	900	60000
CANA	PRSP	10	600	60000
CANA	PRSP	5	275	55000
CANA	PRSP	10	600	60000
CANA	PRSP	8	440	55000
CANA	PRSP	374	20998	56144
CANA	PRSP	25	1375	55000
CANA	PRSP	5	275	55000
CANA	PRSP	15	825	55000
CANA	PRSP	5	275	55000
CANA	PRSP	30	1650	55000
CANA	PRSP	5	300	60000
CANA	PRSP	10	550	55000
CANA	PRSP	80	4400	55000
CANA	PRSP	10	550	55000
CANA	PRSP	20	1100	55000
CANA	PRSP	10	550	55000
CANA	PRSP	15	900	60000
CANA	PRSP	4	208	52000
CANA	PRSP	10	550	55000
CANA	PRSP	30	1650	55000
CANA	PRSP	10	560	56000
CANA	PRSP	30	1680	56000
CANA	PRSP	30	1800	60000
CANA	PRSP	30	1800	60000
CANA	PRSP	275	11000	40000
CANA	PRSP	20	800	40000
CANA	PRSP	40	1600	40000
CANA	PRSP	100	4000	40000
CANA	PRSP	5	200	40000
CANA	PRSP	10	400	40000
CANA	PRSP	50	2000	40000
CANA	PRSP	15	600	40000
CANA	PRSP	30	1200	40000
CANA	PRSP	5	200	40000
CANA	PRSP	92	4480	48696
CANA	PRSP	55	2865	52091
CANA	PRSP	5	265	53000
CANA	PRSP	50	2600	52000
CANA	PRSP	26	1215	46731
CANA	PRSP	1	50	50000
CANA	PRSP	3	156	52000
CANA	PRSP	10	385	38500
CANA	PRSP	1	51	51000
CANA	PRSP	2	100	50000
CANA	PRSP	3	156	52000
CANA	PRSP	2	106	53000
CANA	PRSP	1	52	52000
CANA	PRSP	3	159	53000
CANA	PRSP	11	400	36364
CANA	PRSP	2	60	30000
CANA	PRSP	2	60	30000
CANA	PRSP	2	80	40000
CANA	PRSP	5	200	40000
CANA	PRSP	350	12405	35443
CANA	PRSP	100	3655	36550
CANA	PRSP	5	225	45000
CANA	PRSP	66	1980	30000
CANA	PRSP	29	1450	50000
CANA	PRSP	241	8435	35000
CANA	PRSP	164	5740	35000
CANA	PRSP	50	1750	35000
CANA	PRSP	2	70	35000
CANA	PRSP	3	105	35000
CANA	PRSP	9	315	35000
CANA	PRSP	13	455	35000
CANA	PRSP	9	315	35000
CANA	PRSP	9	315	35000
CANA	PRSP	770	31520	40935
CANA	PRSP	450	18900	42000
CANA	PRSP	450	18900	42000
CANA	PRSP	10	420	42000
CANA	PRSP	10	420	42000
CANA	PRSP	310	12200	39355
CANA	PRSP	50	1900	38000
CANA	PRSP	32	1120	35000
CANA	PRSP	30	1130	37667
CANA	PRSP	5	480	96000
CANA	PRSP	130	5200	40000
CANA	PRSP	60	2280	38000
CANA	PRSP	3	90	30000
CANA	PAIS	173	4623	26723
CANA	PAIS	115	3095	26913
CANA	PAIS	40	1120	28000
CANA	PAIS	20	560	28000
CANA	PAIS	25	650	26000
CANA	PAIS	15	375	25000
CANA	PAIS	15	390	26000
CANA	PAIS	58	1528	26345
CANA	PAIS	20	470	23500
CANA	PAIS	3	78	26000
CANA	PAIS	35	980	28000
CANA	PAIS	282	7366	26121
CANA	PAIS	40	995	24875
CANA	PAIS	15	375	25000
CANA	PAIS	10	230	23000
CANA	PAIS	15	390	26000
CANA	PAIS	168	4501	26792
CANA	PAIS	20	560	28000
CANA	PAIS	50	1300	26000
CANA	PAIS	20	500	25000
CANA	PAIS	13	351	27000
CANA	PAIS	15	420	28000
CANA	PAIS	35	980	28000
CANA	PAIS	15	390	26000
CANA	PAIS	74	1870	25270
CANA	PAIS	20	520	26000
CANA	PAIS	12	300	25000
CANA	PAIS	12	300	25000
CANA	PAIS	30	750	25000
CANA	PAIS	27	750	27778
CANA	PAIS	10	200	20000
CANA	PAIS	7	250	35714
CANA	PAIS	10	300	30000
CANA	PAIS	5505	287850	52289
CANA	PAIS	155	8950	57742
CANA	PAIS	50	2950	59000
CANA	PAIS	5	200	40000
CANA	PAIS	100	5800	58000
CANA	PAIS	4150	218400	52627
CANA	PAIS	50	2700	54000
CANA	PAIS	250	13000	52000
CANA	PAIS	800	40000	50000
CANA	PAIS	3000	160000	53333
CANA	PAIS	50	2700	54000
CANA	PAIS	1200	60500	50417
CANA	PAIS	1200	60500	50417
CANA	PAIS	273963	15865201	57910
CANA	PAIS	17294	1024330	59230
CANA	PAIS	18	1080	60000
CANA	PAIS	2600	147000	56538
CANA	PAIS	6	300	50000
CANA	PAIS	10	550	55000
CANA	PAIS	13950	840000	60215
CANA	PAIS	560	28000	50000
CANA	PAIS	150	7400	49333
CANA	PAIS	70078	4060408	57941
CANA	PAIS	11000	594000	54000
CANA	PAIS	500	26000	52000
CANA	PAIS	300	16180	53933
CANA	PAIS	1500	88222	58815
CANA	PAIS	2000	100000	50000
CANA	PAIS	4278	258794	60494
CANA	PAIS	3210	205459	64006
CANA	PAIS	1500	79000	52667
CANA	PAIS	1000	53942	53942
CANA	PAIS	2500	140000	56000
CANA	PAIS	8100	485000	59877
CANA	PAIS	4000	240000	60000
CANA	PAIS	4700	260000	55319
CANA	PAIS	2500	138000	55200
CANA	PAIS	7290	435811	59782
CANA	PAIS	15700	940000	59873
CANA	PAIS	15700	857300	54605
CANA	PAIS	1000	57000	57000
CANA	PAIS	2500	150000	60000
CANA	PAIS	9000	490000	54444
CANA	PAIS	1800	90000	50000
CANA	PAIS	1400	70300	50214
CANA	PAIS	41991	2513220	59851
CANA	PAIS	3200	161000	50313
CANA	PAIS	2700	172162	63764
CANA	PAIS	300	18000	60000
CANA	PAIS	7376	452099	61293
CANA	PAIS	9500	597240	62867
CANA	PAIS	1900	96000	50526
CANA	PAIS	4805	290700	60499
CANA	PAIS	9000	565519	62835
CANA	PAIS	1210	60500	50000
CANA	PAIS	2000	100000	50000
CANA	PAIS	112800	6480336	57450
CANA	PAIS	1700	103700	61000
CANA	PAIS	5300	295000	55660
CANA	PAIS	3300	200000	60606
CANA	PAIS	52000	2900000	55769
CANA	PAIS	8200	450000	54878
CANA	PAIS	5500	330000	60000
CANA	PAIS	3200	201636	63011
CANA	PAIS	22000	1300000	59091
CANA	PAIS	11600	700000	60345
CANA	PAIS	16100	929607	57740
CANA	PAIS	3000	150000	50000
CANA	PAIS	4100	253634	61862
CANA	PAIS	7000	426973	60996
CANA	PAIS	1500	77000	51333
CANA	PAIS	500	22000	44000
CANA	PAIS	25	538	21520
CANA	PAIS	10	287	28700
CANA	PAIS	10	287	28700
CANA	PAIS	179	5163	28844
CANA	PAIS	131	4021	30695
CANA	PAIS	46	1550	33696
CANA	PAIS	30	812	27067
CANA	PAIS	45	1385	30778
CANA	PAIS	10	274	27400
CANA	PAIS	48	1142	23792
CANA	PAIS	10	252	25200
CANA	PAIS	25	582	23280
CANA	PAIS	13	308	23692
CANA	PAIS	16	370	23125
CANA	PAIS	2	30	15000
CANA	PAIS	8	120	15000
CANA	PAIS	6	220	36667
CANA	PAIS	327	15788	48281
CANA	PAIS	10	300	30000
CANA	PAIS	280	14378	51350
CANA	PAIS	25	750	30000
CANA	PAIS	9	270	30000
CANA	PAIS	3	90	30000
CANA	PAIS	3595	235826	65598
CANA	PAIS	16	710	44375
CANA	PAIS	6	210	35000
CANA	PAIS	10	500	50000
CANA	PAIS	3539	233574	66000
CANA	PAIS	3539	233574	66000
CANA	PAIS	40	1542	38550
CANA	PAIS	27	972	36000
CANA	PAIS	8	320	40000
CANA	PAIS	5	250	50000
CANA	PAIS	15	750	50000
CANA	PAIS	15	750	50000
CANA	PAIS	15	750	50000
CANA	PAIS	435	10000	22989
CANA	PAIS	65	1200	18462
CANA	PAIS	45	800	17778
CANA	PAIS	50	2700	54000
CANA	PAIS	80	1400	17500
CANA	PAIS	110	2200	20000
CANA	PAIS	85	1700	20000
CANA	PAIS	845	9950	11775
CANA	PAIS	300	3000	10000
CANA	PAIS	35	650	18571
CANA	PAIS	25	300	12000
CANA	PAIS	300	3650	12167
CANA	PAIS	5	150	30000
CANA	PAIS	110	1100	10000
CANA	PAIS	50	800	16000
CANA	PAIS	20	300	15000
CANA	PAIS	1790	36350	20307
CANA	PAIS	360	6200	17222
CANA	PAIS	95	950	10000
CANA	PAIS	120	1800	15000
CANA	PAIS	180	1550	8611
CANA	PAIS	65	650	10000
CANA	PAIS	500	15500	31000
CANA	PAIS	350	6500	18571
CANA	PAIS	40	2400	60000
CANA	PAIS	80	800	10000
CANA	PAIS	17079	1815783	106317
CANA	PAIS	16230	1804080	111157
CANA	PAIS	16000	1802730	112671
CANA	PAIS	230	1350	5870
CANA	PAIS	708	10558	14912
CANA	PAIS	700	10500	15000
CANA	PAIS	4	20	5000
CANA	PAIS	3	30	10000
CANA	PAIS	1	8	8000
CANA	PAIS	141	1145	8121
CANA	PAIS	10	60	6000
CANA	PAIS	8	155	19375
CANA	PAIS	120	900	7500
CANA	PAIS	3	30	10000
CANA	PAIS	539	5248	9737
CANA	PAIS	29	635	21897
CANA	PAIS	6	270	45000
CANA	PAIS	10	200	20000
CANA	PAIS	10	150	15000
CANA	PAIS	3	15	5000
CANA	PAIS	481	3849	8002
CANA	PAIS	23	225	9783
CANA	PAIS	380	3000	7895
CANA	PAIS	78	624	8000
CANA	PAIS	26	750	28846
CANA	PAIS	10	250	25000
CANA	PAIS	16	500	31250
CANA	PAIS	2	4	2000
CANA	PAIS	2	4	2000
CANA	PAIS	1	10	10000
CANA	PAIS	1	10	10000
CANA	PAIS	57	524	9193
CANA	PAIS	50	400	8000
CANA	PAIS	50	400	8000
CANA	PAIS	7	124	17714
CANA	PAIS	5	48	9600
CANA	PAIS	2	76	38000
CANA	PAIS	432	9459	21896
CANA	PAIS	17	1090	64118
CANA	PAIS	1	56	56000
CANA	PAIS	2	14	7000
CANA	PAIS	7	480	68571
CANA	PAIS	7	540	77143
CANA	PAIS	377	7598	20154
CANA	PAIS	18	650	36111
CANA	PAIS	30	400	13333
CANA	PAIS	10	100	10000
CANA	PAIS	2	50	25000
CANA	PAIS	2	30	15000
CANA	PAIS	50	800	16000
CANA	PAIS	20	150	7500
CANA	PAIS	8	300	37500
CANA	PAIS	35	600	17143
CANA	PAIS	200	4500	22500
CANA	PAIS	1	10	10000
CANA	PAIS	1	8	8000
CANA	PAIS	38	771	20289
CANA	PAIS	1	31	31000
CANA	PAIS	30	600	20000
CANA	PAIS	3	100	33333
CANA	PAIS	4	40	10000
CANA	PAIS	5326	121312	22777
CANA	PAIS	656	13003	19822
CANA	PAIS	35	500	14286
CANA	PAIS	40	800	20000
CANA	PAIS	230	5650	24565
CANA	PAIS	11	150	13636
CANA	PAIS	45	225	5000
CANA	PAIS	2	78	39000
CANA	PAIS	200	3500	17500
CANA	PAIS	50	1500	30000
CANA	PAIS	38	500	13158
CANA	PAIS	5	100	20000
CANA	PAIS	1498	39480	26355
CANA	PAIS	320	6400	20000
CANA	PAIS	10	100	10000
CANA	PAIS	200	8000	40000
CANA	PAIS	250	6000	24000
CANA	PAIS	5	250	50000
CANA	PAIS	150	7500	50000
CANA	PAIS	100	2500	25000
CANA	PAIS	400	8000	20000
CANA	PAIS	50	600	12000
CANA	PAIS	13	130	10000
CANA	PAIS	490	8778	17914
CANA	PAIS	2	60	30000
CANA	PAIS	140	2450	17500
CANA	PAIS	25	200	8000
CANA	PAIS	10	300	30000
CANA	PAIS	10	150	15000
CANA	PAIS	2	10	5000
CANA	PAIS	30	350	11667
CANA	PAIS	180	4500	25000
CANA	PAIS	28	93	3321
CANA	PAIS	10	100	10000
CANA	PAIS	2	20	10000
CANA	PAIS	25	300	12000
CANA	PAIS	15	30	2000
CANA	PAIS	8	200	25000
CANA	PAIS	3	15	5000
CANA	PAIS	515	9200	17864
CANA	PAIS	350	6000	17143
CANA	PAIS	30	450	15000
CANA	PAIS	80	2000	25000
CANA	PAIS	55	750	13636
CANA	PAIS	784	18215	23233
CANA	PAIS	200	5000	25000
CANA	PAIS	2	65	32500
CANA	PAIS	45	1575	35000
CANA	PAIS	50	1500	30000
CANA	PAIS	15	225	15000
CANA	PAIS	50	1250	25000
CANA	PAIS	180	3000	16667
CANA	PAIS	8	240	30000
CANA	PAIS	80	1400	17500
CANA	PAIS	4	210	52500
CANA	PAIS	8	350	43750
CANA	PAIS	36	300	8333
CANA	PAIS	98	3000	30612
CANA	PAIS	8	100	12500
CANA	PAIS	449	7526	16762
CANA	PAIS	2	30	15000
CANA	PAIS	65	1200	18462
CANA	PAIS	75	815	10867
CANA	PAIS	150	2500	16667
CANA	PAIS	1	26	26000
CANA	PAIS	80	900	11250
CANA	PAIS	6	55	9167
CANA	PAIS	30	800	26667
CANA	PAIS	40	1200	30000
CANA	PAIS	482	10280	21328
CANA	PAIS	30	450	15000
CANA	PAIS	100	4000	40000
CANA	PAIS	2	70	35000
CANA	PAIS	50	1000	20000
CANA	PAIS	5	180	36000
CANA	PAIS	15	150	10000
CANA	PAIS	5	80	16000
CANA	PAIS	80	650	8125
CANA	PAIS	12	170	14167
CANA	PAIS	76	1700	22368
CANA	PAIS	1	20	20000
CANA	PAIS	10	60	6000
CANA	PAIS	8	360	45000
CANA	PAIS	20	500	25000
CANA	PAIS	3	90	30000
CANA	PAIS	65	800	12308
CANA	PAIS	452	14830	32810
CANA	PAIS	120	2560	21333
CANA	PAIS	25	600	24000
CANA	PAIS	1	30	30000
CANA	PAIS	150	6000	40000
CANA	PAIS	4	100	25000
CANA	PAIS	25	1400	56000
CANA	PAIS	22	990	45000
CANA	PAIS	35	2150	61429
CANA	PAIS	70	1000	14286
CANA	PAIS	44493	2560628	57551
CANA	PAIS	74	739	9986
CANA	PAIS	9	171	19000
CANA	PAIS	38	228	6000
CANA	PAIS	10	180	18000
CANA	PAIS	5	40	8000
CANA	PAIS	2	20	10000
CANA	PAIS	10	100	10000
CANA	PAIS	607	14959	24644
CANA	PAIS	30	1500	50000
CANA	PAIS	3	12	4000
CANA	PAIS	1	30	30000
CANA	PAIS	50	500	10000
CANA	PAIS	50	600	12000
CANA	PAIS	5	160	32000
CANA	PAIS	2	10	5000
CANA	PAIS	20	250	12500
CANA	PAIS	50	1200	24000
CANA	PAIS	15	300	20000
CANA	PAIS	70	1500	21429
CANA	PAIS	10	80	8000
CANA	PAIS	80	700	8750
CANA	PAIS	6	229	38167
CANA	PAIS	140	6000	42857
CANA	PAIS	20	200	10000
CANA	PAIS	25	1138	45520
CANA	PAIS	20	400	20000
CANA	PAIS	10	150	15000
CANA	PAIS	43812	2544930	58088
CANA	PAIS	20	948	47400
CANA	PAIS	2650	208674	78745
CANA	PAIS	3000	128000	42667
CANA	PAIS	300	16000	53333
CANA	PAIS	9000	680000	75556
CANA	PAIS	200	12000	60000
CANA	PAIS	30	1400	46667
CANA	PAIS	40	2000	50000
CANA	PAIS	240	12000	50000
CANA	PAIS	80	3840	48000
CANA	PAIS	3000	120000	40000
CANA	PAIS	10200	480000	47059
CANA	PAIS	7500	475000	63333
CANA	PAIS	2200	140000	63636
CANA	PAIS	150	1500	10000
CANA	PAIS	12	568	47333
CANA	PAIS	4880	245000	50205
CANA	PAIS	180	10000	55556
CANA	PAIS	130	8000	61538
CANA	PAIS	30	762	25400
CANA	PAIS	2	90	45000
CANA	PAIS	28	672	24000
CANA	PAIS	6680	349093	52259
CANA	PAIS	120	6000	50000
CANA	PAIS	10	301	30100
CANA	PAIS	1500	74589	49726
CANA	PAIS	400	24116	60290
CANA	PAIS	2000	103736	51868
CANA	PAIS	1300	65573	50441
CANA	PAIS	150	10472	69813
CANA	PAIS	1200	64306	53588
CANA	PAIS	12	472	39333
CANA	PAIS	1	61	61000
CANA	PAIS	10	371	37100
CANA	PAIS	1	40	40000
CANA	PAIS	18	758	42111
CANA	PAIS	4	198	49500
CANA	PAIS	14	560	40000
CANA	PAIS	12	507	42250
CANA	PAIS	6	240	40000
CANA	PAIS	6	267	44500
CANA	PAIS	130	4998	38446
CANA	PAIS	50	1504	30080
CANA	PAIS	50	2409	48180
CANA	PAIS	8	208	26000
CANA	PAIS	10	290	29000
CANA	PAIS	10	490	49000
CANA	PAIS	2	97	48500
CANA	PAIS	109	1876	17211
CANA	PAIS	3	30	10000
CANA	PAIS	6	46	7667
CANA	PAIS	100	1800	18000
CANA	PAIS	1892	103531	54720
CANA	PAIS	186	5720	30753
CANA	PAIS	10	250	25000
CANA	PAIS	176	5470	31080
CANA	PAIS	240	18800	78333
CANA	PAIS	200	16000	80000
CANA	PAIS	40	2800	70000
CANA	PAIS	19	710	37368
CANA	PAIS	5	102	20400
CANA	PAIS	10	500	50000
CANA	PAIS	4	108	27000
CANA	PAIS	28	596	21286
CANA	PAIS	15	232	15467
CANA	PAIS	3	60	20000
CANA	PAIS	2	64	32000
CANA	PAIS	8	240	30000
CANA	PAIS	339	15085	44499
CANA	PAIS	25	1250	50000
CANA	PAIS	46	2300	50000
CANA	PAIS	79	2741	34696
CANA	PAIS	6	90	15000
CANA	PAIS	18	810	45000
CANA	PAIS	10	144	14400
CANA	PAIS	20	1000	50000
CANA	PAIS	135	6750	50000
CANA	PAIS	22	730	33182
CANA	PAIS	2	80	40000
CANA	PAIS	10	350	35000
CANA	PAIS	10	300	30000
CANA	PAIS	1058	61890	58497
CANA	PAIS	193	12422	64363
CANA	PAIS	776	46086	59389
CANA	PAIS	89	3382	38000
CANA	PAIS	338	14745	43624
CANA	PAIS	260	11477	44142
CANA	PAIS	172	8600	50000
CANA	PAIS	11	495	45000
CANA	PAIS	20	386	19300
CANA	PAIS	5	140	28000
CANA	PAIS	1	29	29000
CANA	PAIS	50	1800	36000
CANA	PAIS	1	27	27000
CANA	PAIS	78	3268	41897
CANA	PAIS	76	3192	42000
CANA	PAIS	2	76	38000
CANA	PAIS	269	6740	25056
CANA	PAIS	22	549	24955
CANA	PAIS	7	175	25000
CANA	PAIS	2	60	30000
CANA	PAIS	5	130	26000
CANA	PAIS	2	48	24000
CANA	PAIS	2	52	26000
CANA	PAIS	3	60	20000
CANA	PAIS	1	24	24000
CANA	PAIS	2	53	26500
CANA	PAIS	2	53	26500
CANA	PAIS	23	688	29913
CANA	PAIS	3	90	30000
CANA	PAIS	10	320	32000
CANA	PAIS	2	50	25000
CANA	PAIS	3	113	37667
CANA	PAIS	5	115	23000
CANA	PAIS	222	5450	24550
CANA	PAIS	24	816	34000
CANA	PAIS	110	2090	19000
CANA	PAIS	13	390	30000
CANA	PAIS	40	1482	37050
CANA	PAIS	20	240	12000
CANA	PAIS	15	432	28800
CANA	PAIS	25	1108	44320
CANA	PAIS	12	448	37333
CANA	PAIS	6	258	43000
CANA	PAIS	6	190	31667
CANA	PAIS	8	360	45000
CANA	PAIS	8	360	45000
CANA	PAIS	5	300	60000
CANA	PAIS	5	300	60000
CANA	PAIS	153	8743	57144
CANA	PAIS	29	1177	40586
CANA	PAIS	18	648	36000
CANA	PAIS	2	90	45000
CANA	PAIS	4	160	40000
CANA	PAIS	2	160	80000
CANA	PAIS	3	119	39667
CANA	PAIS	24	984	41000
CANA	PAIS	4	160	40000
CANA	PAIS	2	68	34000
CANA	PAIS	18	756	42000
CANA	PAIS	100	6582	65820
CANA	PAIS	1	22	22000
CANA	PAIS	20	1000	50000
CANA	PAIS	76	5320	70000
CANA	PAIS	3	240	80000
CANA	PAIS	345	19287	55904
CANA	PAIS	1	26	26000
CANA	PAIS	1	26	26000
CANA	PAIS	62	2420	39032
CANA	PAIS	11	440	40000
CANA	PAIS	10	340	34000
CANA	PAIS	41	1640	40000
CANA	PAIS	31	1387	44742
CANA	PAIS	11	453	41182
CANA	PAIS	5	276	55200
CANA	PAIS	15	658	43867
CANA	PAIS	237	14878	62776
CANA	PAIS	100	3810	38100
CANA	PAIS	100	9500	95000
CANA	PAIS	3	110	36667
CANA	PAIS	7	281	40143
CANA	PAIS	25	1100	44000
CANA	PAIS	2	77	38500
CANA	PAIS	14	576	41143
CANA	PAIS	2	80	40000
CANA	PAIS	8	335	41875
CANA	PAIS	4	161	40250
CANA	PAIS	205	205	1000
CANA	PAIS	48	2550	53125
CANA	PAIS	20	900	45000
CANA	PAIS	25	1500	60000
CANA	PAIS	3	150	50000
CANA	PAIS	1159	77796	67123
CANA	PAIS	1018	71541	70276
CANA	PAIS	107	4655	43505
CANA	PAIS	20	900	45000
CANA	PAIS	14	700	50000
CANA	PAIS	98	5160	52653
CANA	PAIS	30	1800	60000
CANA	PAIS	20	1000	50000
CANA	PAIS	40	2000	50000
CANA	PAIS	3	135	45000
CANA	PAIS	5	225	45000
CANA	PAIS	32248	2239935	69460
CANA	PAIS	9871	686969	69595
CANA	PAIS	2828	180948	63984
CANA	PAIS	7043	506021	71847
CANA	PAIS	11203	867115	77400
CANA	PAIS	5788	451367	77983
CANA	PAIS	3527	259030	73442
CANA	PAIS	1888	156718	83007
CANA	PAIS	11174	685851	61379
CANA	PAIS	200	8000	40000
CANA	PAIS	23	675	29348
CANA	PAIS	108	4104	38000
CANA	PAIS	50	3296	65920
CANA	PAIS	10723	664826	62000
CANA	PAIS	50	3750	75000
CANA	PAIS	20	1200	60000
CANA	PAIS	1184	62417	52717
CANA	PAIS	71	3067	43197
CANA	PAIS	15	640	42667
CANA	PAIS	3	150	50000
CANA	PAIS	40	1704	42600
CANA	PAIS	5	213	42600
CANA	PAIS	8	360	45000
CANA	PAIS	703	40719	57922
CANA	PAIS	25	1075	43000
CANA	PAIS	48	2144	44667
CANA	PAIS	20	1000	50000
CANA	PAIS	200	16000	80000
CANA	PAIS	410	20500	50000
CANA	PAIS	235	11751	50004
CANA	PAIS	35	1491	42600
CANA	PAIS	100	4260	42600
CANA	PAIS	100	6000	60000
CANA	PAIS	175	6880	39314
CANA	PAIS	40	3600	90000
CANA	PAIS	10	300	30000
CANA	PAIS	100	2000	20000
CANA	PAIS	15	680	45333
CANA	PAIS	10	300	30000
CANA	PAIS	9151	366260	40024
CANA	PAIS	82	4090	49878
CANA	PAIS	30	1500	50000
CANA	PAIS	15	900	60000
CANA	PAIS	10	450	45000
CANA	PAIS	10	500	50000
CANA	PAIS	5	200	40000
CANA	PAIS	12	540	45000
CANA	PAIS	402	17994	44761
CANA	PAIS	300	12900	43000
CANA	PAIS	99	4950	50000
CANA	PAIS	3	144	48000
CANA	PAIS	8667	344176	39711
CANA	PAIS	6500	273156	42024
CANA	PAIS	1667	54631	32772
CANA	PAIS	500	16389	32778
CANA	PAIS	16	756	47250
CANA	PAIS	12	576	48000
CANA	PAIS	4	180	45000
CANA	PAIS	270	14775	54722
CANA	PAIS	5	200	40000
CANA	PAIS	265	14575	55000
CANA	PAIS	4319	259140	60000
CANA	PAIS	814	48840	60000
CANA	PAIS	5	300	60000
CANA	PAIS	3500	210000	60000
CANA	PAIS	9102	544308	59801
CANA	PAIS	9049	542310	59930
CANA	PAIS	6	288	48000
CANA	PAIS	4	192	48000
CANA	PAIS	2000	120000	60000
CANA	PAIS	4	180	45000
CANA	PAIS	25	1200	48000
CANA	PAIS	2	90	45000
CANA	PAIS	8	360	45000
CANA	PAIS	7000	420000	60000
CANA	PAIS	53	1998	37698
CANA	PAIS	8	384	48000
CANA	PAIS	5	14	2800
CANA	PAIS	40	1600	40000
CANA	PAIS	134434	8897778	66187
CANA	PAIS	112548	7371131	65493
CANA	PAIS	8000	592000	74000
CANA	PAIS	8270	628520	76000
CANA	PAIS	528	30286	57360
CANA	PAIS	17500	1303750	74500
CANA	PAIS	800	54400	68000
CANA	PAIS	5000	370000	74000
CANA	PAIS	7500	459000	61200
CANA	PAIS	7800	494200	63359
CANA	PAIS	700	45852	65503
CANA	PAIS	13000	715000	55000
CANA	PAIS	2800	150922	53901
CANA	PAIS	850	58633	68980
CANA	PAIS	6500	475241	73114
CANA	PAIS	6800	421389	61969
CANA	PAIS	3500	262500	75000
CANA	PAIS	18000	963000	53500
CANA	PAIS	1500	105414	70276
CANA	PAIS	3500	241024	68864
CANA	PAIS	6454	442809	68610
CANA	PAIS	215	16878	78502
CANA	PAIS	5	365	73000
CANA	PAIS	950	71725	75500
CANA	PAIS	3400	197189	57997
CANA	PAIS	1500	130000	86667
CANA	PAIS	24	1452	60500
CANA	PAIS	330	23100	70000
CANA	PAIS	30	2100	70000
CANA	PAIS	829	49740	60000
CANA	PAIS	829	49740	60000
CANA	PAIS	13317	931014	69912
CANA	PAIS	432	29000	67130
CANA	PAIS	9600	680694	70906
CANA	PAIS	850	66470	78200
CANA	PAIS	55	2200	40000
CANA	PAIS	1100	60500	55000
CANA	PAIS	130	7150	55000
CANA	PAIS	450	39500	87778
CANA	PAIS	700	45500	65000
CANA	PAIS	1286	103084	80159
CANA	PAIS	4	238	59500
CANA	PAIS	11	530	48182
CANA	PAIS	15	840	56000
CANA	PAIS	924	72904	78900
CANA	PAIS	12	672	56000
CANA	PAIS	20	1100	55000
CANA	PAIS	300	26800	89333
CANA	PAIS	26593	2120640	79744
CANA	PAIS	245	10330	42163
CANA	PAIS	20	720	36000
CANA	PAIS	5	200	40000
CANA	PAIS	150	7500	50000
CANA	PAIS	30	1350	45000
CANA	PAIS	40	560	14000
CANA	PAIS	26348	2110310	80094
CANA	PAIS	150	10500	70000
CANA	PAIS	18	1260	70000
CANA	PAIS	20	1400	70000
CANA	PAIS	1300	97500	75000
CANA	PAIS	90	6300	70000
CANA	PAIS	4770	493350	103428
CANA	PAIS	20000	1500000	75000
CANA	PAIS	773357	61922648	80070
CANA	PAIS	229200	19046700	83101
CANA	PAIS	18300	1647000	90000
CANA	PAIS	5800	493000	85000
CANA	PAIS	27600	2815200	102000
CANA	PAIS	24000	2880000	120000
CANA	PAIS	13000	1157000	89000
CANA	PAIS	50000	3000000	60000
CANA	PAIS	1000	60000	60000
CANA	PAIS	7500	637500	85000
CANA	PAIS	30000	2624000	87467
CANA	PAIS	30000	2310000	77000
CANA	PAIS	6000	495000	82500
CANA	PAIS	16000	928000	58000
