cultura	regiao	area	prod	rend
SOJA	PRSP	200	200	2900
SOJA	PRSP	1200	1200	3300
SOJA	PRSP	150	150	2700
SOJA	PRSP	36	36	2389
SOJA	PRSP	600	600	3600
SOJA	PRSP	558	558	3000
SOJA	PRSP	50	50	1200
SOJA	PRSP	10124	10124	3495
SOJA	PRSP	1500	1500	3715
SOJA	PRSP	55	55	4509
SOJA	PRSP	862	862	3528
SOJA	PRSP	455	455	3545
SOJA	PRSP	271	271	3531
SOJA	PRSP	400	400	3060
SOJA	PRSP	401	401	3576
SOJA	PRSP	2839	2839	3140
SOJA	PRSP	898	898	3900
SOJA	PRSP	343	343	3837
SOJA	PRSP	2100	2100	3600
SOJA	PRSP	61880	61880	3766
SOJA	PRSP	6000	6000	4000
SOJA	PRSP	4750	4750	3600
SOJA	PRSP	6200	6200	3200
SOJA	PRSP	3900	3900	3380
SOJA	PRSP	1150	1150	3978
SOJA	PRSP	18500	18500	3800
SOJA	PRSP	880	880	4391
SOJA	PRSP	20500	20500	3912
SOJA	PRSP	4237	4237	3062
SOJA	PRSP	2314	2314	2881
SOJA	PRSP	245	245	3959
SOJA	PRSP	1468	1468	3000
SOJA	PRSP	210	210	4438
SOJA	PRSP	17597	17597	3007
SOJA	PRSP	15278	15278	2929
SOJA	PRSP	1000	1000	3000
SOJA	PRSP	200	200	3000
SOJA	PRSP	498	498	3000
SOJA	PRSP	120	120	4000
SOJA	PRSP	1600	1600	3200
SOJA	PRSP	1200	1200	3600
SOJA	PRSP	4500	4500	2500
SOJA	PRSP	2000	2000	3000
SOJA	PRSP	660	660	3382
SOJA	PRSP	800	800	2700
SOJA	PRSP	100	100	3000
SOJA	PRSP	400	400	3000
SOJA	PRSP	2200	2200	3000
SOJA	PRSP	2319	2319	3517
SOJA	PRSP	544	544	3300
SOJA	PRSP	250	250	3540
SOJA	PRSP	25	25	3000
SOJA	PRSP	1500	1500	3600
SOJA	PRSP	8761	8761	3014
SOJA	PRSP	1950	1950	3548
SOJA	PRSP	940	940	4116
SOJA	PRSP	50	50	2600
SOJA	PRSP	300	300	2600
SOJA	PRSP	160	160	2500
SOJA	PRSP	500	500	3480
SOJA	PRSP	5885	5885	2944
SOJA	PRSP	1800	1800	3150
SOJA	PRSP	1200	1200	3720
SOJA	PRSP	200	200	3500
SOJA	PRSP	500	500	3180
SOJA	PRSP	1500	1500	1800
SOJA	PRSP	100	100	2780
SOJA	PRSP	400	400	3600
SOJA	PRSP	185	185	2600
SOJA	PRSP	926	926	2333
SOJA	PRSP	30	30	3000
SOJA	PRSP	30	30	3000
SOJA	PRSP	20	20	3350
SOJA	PRSP	500	500	2400
SOJA	PRSP	332	332	2000
SOJA	PRSP	14	14	3500
SOJA	PRSP	23985	23985	3263
SOJA	PRSP	9934	9934	3178
SOJA	PRSP	2000	2000	3960
SOJA	PRSP	5000	5000	3000
SOJA	PRSP	1100	1100	3000
SOJA	PRSP	1834	1834	2919
SOJA	PRSP	7760	7760	3443
SOJA	PRSP	5800	5800	3586
SOJA	PRSP	200	200	2100
SOJA	PRSP	70	70	3000
SOJA	PRSP	800	800	3000
SOJA	PRSP	90	90	3600
SOJA	PRSP	800	800	3200
SOJA	PRSP	2056	2056	3238
SOJA	PRSP	1	1	2000
SOJA	PRSP	351	351	3701
SOJA	PRSP	70	70	3200
SOJA	PRSP	540	540	3622
SOJA	PRSP	450	450	2400
SOJA	PRSP	550	550	3300
SOJA	PRSP	94	94	3000
SOJA	PRSP	3330	3330	2993
SOJA	PRSP	700	700	2500
SOJA	PRSP	110	110	2600
SOJA	PRSP	250	250	2100
SOJA	PRSP	600	600	4200
SOJA	PRSP	350	350	2100
SOJA	PRSP	20	20	3600
SOJA	PRSP	300	300	3600
SOJA	PRSP	300	300	3000
SOJA	PRSP	700	700	3000
SOJA	PRSP	905	905	3696
SOJA	PRSP	100	100	3000
SOJA	PRSP	175	175	3000
SOJA	PRSP	630	630	4000
SOJA	PRSP	47084	47084	3221
SOJA	PRSP	3212	3212	2870
SOJA	PRSP	300	300	2400
SOJA	PRSP	50	50	2800
SOJA	PRSP	242	242	2500
SOJA	PRSP	350	350	3060
SOJA	PRSP	115	115	1800
SOJA	PRSP	15	15	3600
SOJA	PRSP	80	80	2400
SOJA	PRSP	140	140	3600
SOJA	PRSP	1000	1000	3000
SOJA	PRSP	240	240	3600
SOJA	PRSP	80	80	3000
SOJA	PRSP	600	600	2700
SOJA	PRSP	43872	43872	3247
SOJA	PRSP	400	400	3180
SOJA	PRSP	750	750	3300
SOJA	PRSP	80	80	3900
SOJA	PRSP	500	500	1350
SOJA	PRSP	1550	1550	2450
SOJA	PRSP	50	50	2000
SOJA	PRSP	1890	1890	3129
SOJA	PRSP	1200	1200	3000
SOJA	PRSP	200	200	2700
SOJA	PRSP	600	600	3598
SOJA	PRSP	2500	2500	3300
SOJA	PRSP	150	150	2400
SOJA	PRSP	17300	17300	3543
SOJA	PRSP	280	280	2700
SOJA	PRSP	232	232	3000
SOJA	PRSP	2300	2300	2493
SOJA	PRSP	1000	1000	3300
SOJA	PRSP	3090	3090	3019
SOJA	PRSP	9000	9000	3300
SOJA	PRSP	200	200	3300
SOJA	PRSP	600	600	2520
SOJA	PRSP	8257	8257	2895
SOJA	PRSP	375	375	2520
SOJA	PRSP	75	75	3000
SOJA	PRSP	300	300	2400
SOJA	PRSP	7882	7882	2913
SOJA	PRSP	300	300	3600
SOJA	PRSP	3200	3200	2520
SOJA	PRSP	570	570	3000
SOJA	PRSP	500	500	3000
SOJA	PRSP	1200	1200	2700
SOJA	PRSP	360	360	3000
SOJA	PRSP	1600	1600	3600
SOJA	PRSP	72	72	4000
SOJA	PRSP	80	80	3000
SOJA	PRSP	265389	265389	3222
SOJA	PRSP	179195	179195	3208
SOJA	PRSP	8900	8900	2940
SOJA	PRSP	13800	13800	3100
SOJA	PRSP	25600	25600	3190
SOJA	PRSP	7650	7650	2883
SOJA	PRSP	6570	6570	3257
SOJA	PRSP	11130	11130	3000
SOJA	PRSP	10805	10805	3500
SOJA	PRSP	4000	4000	2700
SOJA	PRSP	26200	26200	3305
SOJA	PRSP	10000	10000	3470
SOJA	PRSP	27880	27880	3300
SOJA	PRSP	4500	4500	3600
SOJA	PRSP	8060	8060	3004
SOJA	PRSP	8800	8800	3180
SOJA	PRSP	1500	1500	3000
SOJA	PRSP	3800	3800	3300
SOJA	PRSP	86194	86194	3250
SOJA	PRSP	2000	2000	3000
SOJA	PRSP	1815	1815	3104
SOJA	PRSP	2400	2400	3240
SOJA	PRSP	460	460	3226
SOJA	PRSP	1200	1200	3300
SOJA	PRSP	1260	1260	3000
SOJA	PRSP	1955	1955	3960
SOJA	PRSP	2190	2190	2948
SOJA	PRSP	3600	3600	3100
SOJA	PRSP	6000	6000	3900
SOJA	PRSP	12000	12000	3225
SOJA	PRSP	13000	13000	2542
SOJA	PRSP	23000	23000	3600
SOJA	PRSP	9500	9500	3300
SOJA	PRSP	1400	1400	3300
SOJA	PRSP	1100	1100	2700
SOJA	PRSP	2950	2950	2700
SOJA	PRSP	364	364	3599
SOJA	PRSP	277633	277633	3951
SOJA	PRSP	210000	210000	3981
SOJA	PRSP	2000	2000	3600
SOJA	PRSP	21000	21000	4001
SOJA	PRSP	7500	7500	3160
SOJA	PRSP	41000	41000	3915
SOJA	PRSP	81000	81000	4215
SOJA	PRSP	9000	9000	3630
SOJA	PRSP	17000	17000	3600
SOJA	PRSP	200	200	3400
SOJA	PRSP	2500	2500	4000
SOJA	PRSP	19800	19800	3800
SOJA	PRSP	9000	9000	4380
SOJA	PRSP	32800	32800	3787
SOJA	PRSP	500	500	3000
SOJA	PRSP	7500	7500	4200
SOJA	PRSP	4000	4000	4200
SOJA	PRSP	800	800	3000
SOJA	PRSP	20000	20000	3600
SOJA	PRSP	8353	8353	2788
SOJA	PRSP	600	600	3000
SOJA	PRSP	700	700	3300
SOJA	PRSP	600	600	3600
SOJA	PRSP	600	600	2458
SOJA	PRSP	160	160	2475
SOJA	PRSP	2700	2700	2921
SOJA	PRSP	2993	2993	2425
SOJA	PRSP	26480	26480	4287
SOJA	PRSP	900	900	3000
SOJA	PRSP	19000	19000	4500
SOJA	PRSP	4500	4500	3600
SOJA	PRSP	480	480	4000
SOJA	PRSP	1600	1600	4500
SOJA	PRSP	22459	22459	3987
SOJA	PRSP	16450	16450	4279
SOJA	PRSP	250	250	3000
SOJA	PRSP	200	200	2000
SOJA	PRSP	7000	7000	3720
SOJA	PRSP	9000	9000	4800
SOJA	PRSP	4299	4299	3281
SOJA	PRSP	300	300	3400
SOJA	PRSP	700	700	3000
SOJA	PRSP	115	115	2278
SOJA	PRSP	150	150	2100
SOJA	PRSP	360	360	3000
SOJA	PRSP	500	500	2100
SOJA	PRSP	150	150	2100
SOJA	PRSP	700	700	3600
SOJA	PRSP	600	600	3000
SOJA	PRSP	700	700	5100
SOJA	PRSP	24	24	3000
SOJA	PRSP	1710	1710	2947
SOJA	PRSP	700	700	3000
SOJA	PRSP	600	600	2500
SOJA	PRSP	60	60	3500
SOJA	PRSP	50	50	3000
SOJA	PRSP	300	300	3600
SOJA	PRSP	1340	1340	3618
SOJA	PRSP	1190	1190	3696
SOJA	PRSP	430	430	3419
SOJA	PRSP	690	690	4000
SOJA	PRSP	70	70	2400
SOJA	PRSP	100	100	2340
SOJA	PRSP	70	70	2400
SOJA	PRSP	20	20	2100
SOJA	PRSP	10	10	2400
SOJA	PRSP	50	50	4320
SOJA	PRSP	50	50	4320
SOJA	SUL	38198	38198	3380
SOJA	SUL	727	727	3600
SOJA	SUL	600	600	2500
SOJA	SUL	40	40	3000
SOJA	SUL	900	900	3017
SOJA	SUL	2250	2250	3300
SOJA	SUL	7000	7000	3377
SOJA	SUL	4550	4550	3762
SOJA	SUL	1377	1377	3620
SOJA	SUL	1230	1230	2320
SOJA	SUL	1434	1434	2547
SOJA	SUL	500	500	2280
SOJA	SUL	9600	9600	3600
SOJA	SUL	1475	1475	3569
SOJA	SUL	545	545	3440
SOJA	SUL	750	750	2100
SOJA	SUL	315	315	2940
SOJA	SUL	300	300	2300
SOJA	SUL	240	240	2400
SOJA	SUL	3150	3150	3257
SOJA	SUL	975	975	2723
SOJA	SUL	240	240	12338
SOJA	SUL	95310	95310	3232
SOJA	SUL	1200	1200	2700
SOJA	SUL	900	900	3000
SOJA	SUL	1700	1700	2880
SOJA	SUL	1600	1600	2400
SOJA	SUL	19500	19500	3600
SOJA	SUL	3100	3100	3200
SOJA	SUL	11000	11000	3200
SOJA	SUL	220	220	3300
SOJA	SUL	2100	2100	3300
SOJA	SUL	4400	4400	3000
SOJA	SUL	120	120	2100
SOJA	SUL	550	550	2973
SOJA	SUL	260	260	3000
SOJA	SUL	4500	4500	3300
SOJA	SUL	3100	3100	3000
SOJA	SUL	900	900	3600
SOJA	SUL	750	750	3000
SOJA	SUL	3800	3800	3600
SOJA	SUL	1350	1350	3600
SOJA	SUL	1000	1000	3000
SOJA	SUL	700	700	2700
SOJA	SUL	2800	2800	3000
SOJA	SUL	4500	4500	2400
SOJA	SUL	2900	2900	2400
SOJA	SUL	300	300	2700
SOJA	SUL	5200	5200	3200
SOJA	SUL	700	700	3600
SOJA	SUL	200	200	3000
SOJA	SUL	1000	1000	3600
SOJA	SUL	1400	1400	3300
SOJA	SUL	630	630	3000
SOJA	SUL	6000	6000	3600
SOJA	SUL	350	350	3800
SOJA	SUL	3000	3000	3000
SOJA	SUL	1400	1400	3600
SOJA	SUL	250	250	3600
SOJA	SUL	830	830	3300
SOJA	SUL	1100	1100	3600
SOJA	SUL	148340	148340	3798
SOJA	SUL	48000	48000	3780
SOJA	SUL	2500	2500	3300
SOJA	SUL	2800	2800	3300
SOJA	SUL	1300	1300	3600
SOJA	SUL	11700	11700	3600
SOJA	SUL	4500	4500	3600
SOJA	SUL	11500	11500	3900
SOJA	SUL	2400	2400	3600
SOJA	SUL	2200	2200	4200
SOJA	SUL	1140	1140	3300
SOJA	SUL	9000	9000	4050
SOJA	SUL	5500	5500	4200
SOJA	SUL	4600	4600	4000
SOJA	SUL	18000	18000	3900
SOJA	SUL	6000	6000	3300
SOJA	SUL	13000	13000	3900
SOJA	SUL	4200	4200	3900
SOJA	SUL	50452	50452	3344
SOJA	SUL	18500	18500	3300
SOJA	SUL	50	50	3300
SOJA	SUL	2300	2300	3300
SOJA	SUL	1100	1100	3300
SOJA	SUL	5200	5200	3300
SOJA	SUL	300	300	3000
SOJA	SUL	1800	1800	3120
SOJA	SUL	6000	6000	3480
SOJA	SUL	400	400	3000
SOJA	SUL	404	404	3599
SOJA	SUL	190	190	3200
SOJA	SUL	70	70	3000
SOJA	SUL	500	500	3000
SOJA	SUL	450	450	3300
SOJA	SUL	60	60	3267
SOJA	SUL	3850	3850	3700
SOJA	SUL	260	260	3000
SOJA	SUL	100	100	3000
SOJA	SUL	300	300	3500
SOJA	SUL	300	300	3200
SOJA	SUL	150	150	3300
SOJA	SUL	1900	1900	3000
SOJA	SUL	16	16	3000
SOJA	SUL	2800	2800	3600
SOJA	SUL	400	400	3000
SOJA	SUL	1000	1000	3200
SOJA	SUL	2052	2052	3420
SOJA	SUL	6392	6392	3574
SOJA	SUL	200	200	3600
SOJA	SUL	45	45	3289
SOJA	SUL	200	200	3240
SOJA	SUL	1300	1300	3700
SOJA	SUL	160	160	3600
SOJA	SUL	225	225	3800
SOJA	SUL	2700	2700	3600
SOJA	SUL	350	350	3200
SOJA	SUL	200	200	3600
SOJA	SUL	80	80	3500
SOJA	SUL	147	147	3599
SOJA	SUL	450	450	3600
SOJA	SUL	20	20	3500
SOJA	SUL	200	200	3420
SOJA	SUL	115	115	3000
SOJA	SUL	151050	151050	3444
SOJA	SUL	135550	135550	3475
SOJA	SUL	6000	6000	3450
SOJA	SUL	23000	23000	3450
SOJA	SUL	11800	11800	3600
SOJA	SUL	18200	18200	3480
SOJA	SUL	27000	27000	3800
SOJA	SUL	11000	11000	3420
SOJA	SUL	5500	5500	3300
SOJA	SUL	15200	15200	3000
SOJA	SUL	7000	7000	3300
SOJA	SUL	4000	4000	3600
SOJA	SUL	350	350	3600
SOJA	SUL	6500	6500	3450
SOJA	SUL	15500	15500	3174
SOJA	SUL	2500	2500	3000
SOJA	SUL	12000	12000	3200
SOJA	SUL	1000	1000	3300
SOJA	SUL	170470	170470	3382
SOJA	SUL	108800	108800	3355
SOJA	SUL	2500	2500	3120
SOJA	SUL	8700	8700	3600
SOJA	SUL	63000	63000	3300
SOJA	SUL	15000	15000	3600
SOJA	SUL	3000	3000	3000
SOJA	SUL	1900	1900	3200
SOJA	SUL	3000	3000	3600
SOJA	SUL	775	775	3600
SOJA	SUL	2600	2600	3000
SOJA	SUL	225	225	3600
SOJA	SUL	2900	2900	3300
SOJA	SUL	5200	5200	3300
SOJA	SUL	61670	61670	3428
SOJA	SUL	2000	2000	3300
SOJA	SUL	1300	1300	3600
SOJA	SUL	8000	8000	3120
SOJA	SUL	13000	13000	3300
SOJA	SUL	5500	5500	3600
SOJA	SUL	800	800	3120
SOJA	SUL	4200	4200	3300
SOJA	SUL	6600	6600	3600
SOJA	SUL	8000	8000	3900
SOJA	SUL	6000	6000	3600
SOJA	SUL	200	200	3600
SOJA	SUL	900	900	3600
SOJA	SUL	170	170	3600
SOJA	SUL	5000	5000	3000
SOJA	SUL	12160	12160	3865
SOJA	SUL	4555	4555	3760
SOJA	SUL	1200	1200	3600
SOJA	SUL	500	500	4080
SOJA	SUL	80	80	3600
SOJA	SUL	20	20	3300
SOJA	SUL	5	5	3800
SOJA	SUL	15	15	3600
SOJA	SUL	250	250	3300
SOJA	SUL	280	280	3900
SOJA	SUL	800	800	3600
SOJA	SUL	100	100	3600
SOJA	SUL	10	10	3000
SOJA	SUL	150	150	3600
SOJA	SUL	650	650	4200
SOJA	SUL	330	330	3900
SOJA	SUL	150	150	3600
SOJA	SUL	15	15	3600
SOJA	SUL	135	135	2822
SOJA	SUL	88	88	3364
SOJA	SUL	47	47	1809
SOJA	SUL	7470	7470	3948
SOJA	SUL	600	600	2160
SOJA	SUL	1100	1100	3900
SOJA	SUL	470	470	4200
SOJA	SUL	300	300	3900
SOJA	SUL	3200	3200	4200
SOJA	SUL	1000	1000	4200
SOJA	SUL	800	800	3900
SOJA	SUL	15	15	3600
SOJA	SUL	15	15	3600
SOJA	SUL	15	15	3600
SOJA	SUL	2913	2913	3498
SOJA	SUL	70	70	2843
SOJA	SUL	50	50	2900
SOJA	SUL	20	20	2700
SOJA	SUL	2250	2250	3553
SOJA	SUL	600	600	4200
SOJA	SUL	1000	1000	3000
SOJA	SUL	400	400	4200
SOJA	SUL	140	140	3600
SOJA	SUL	50	50	2220
SOJA	SUL	60	60	3000
SOJA	SUL	593	593	3368
SOJA	SUL	300	300	3600
SOJA	SUL	50	50	2400
SOJA	SUL	15	15	2400
SOJA	SUL	8	8	3625
SOJA	SUL	100	100	3000
SOJA	SUL	120	120	3600
SOJA	SUL	137287	137287	3038
SOJA	SUL	2000	2000	3000
SOJA	SUL	10250	10250	3000
SOJA	SUL	22000	22000	2945
SOJA	SUL	11100	11100	2470
SOJA	SUL	4803	4803	2880
SOJA	SUL	4200	4200	2820
SOJA	SUL	400	400	3000
SOJA	SUL	19500	19500	3300
SOJA	SUL	10110	10110	3001
SOJA	SUL	1700	1700	3000
SOJA	SUL	26024	26024	3300
SOJA	SUL	11000	11000	3000
SOJA	SUL	14200	14200	3000
SOJA	SUL	155000	155000	3166
SOJA	SUL	1800	1800	2700
SOJA	SUL	3200	3200	3000
SOJA	SUL	4400	4400	3600
SOJA	SUL	7820	7820	3300
SOJA	SUL	12000	12000	3600
SOJA	SUL	10000	10000	2580
SOJA	SUL	9500	9500	3000
SOJA	SUL	13780	13780	3301
SOJA	SUL	4700	4700	3300
SOJA	SUL	11000	11000	3000
SOJA	SUL	6600	6600	3400
SOJA	SUL	5400	5400	3200
SOJA	SUL	3000	3000	3180
SOJA	SUL	12800	12800	3000
SOJA	SUL	11600	11600	3360
SOJA	SUL	6200	6200	3600
SOJA	SUL	13500	13500	3000
SOJA	SUL	5200	5200	2700
SOJA	SUL	9000	9000	3360
SOJA	SUL	3500	3500	2700
SOJA	SUL	175580	175580	3160
SOJA	SUL	900	900	2457
SOJA	SUL	500	500	2850
SOJA	SUL	3000	3000	2700
SOJA	SUL	10230	10230	3200
SOJA	SUL	4900	4900	3009
SOJA	SUL	15500	15500	3416
SOJA	SUL	5500	5500	3200
SOJA	SUL	14730	14730	3205
SOJA	SUL	7300	7300	2523
SOJA	SUL	6000	6000	3510
SOJA	SUL	6000	6000	1800
SOJA	SUL	6300	6300	3000
SOJA	SUL	19000	19000	3600
SOJA	SUL	2400	2400	3300
SOJA	SUL	3750	3750	3600
SOJA	SUL	650	650	3000
SOJA	SUL	1000	1000	2700
SOJA	SUL	2100	2100	2500
SOJA	SUL	8000	8000	3600
SOJA	SUL	3300	3300	3300
SOJA	SUL	12000	12000	3500
SOJA	SUL	13100	13100	2714
SOJA	SUL	2620	2620	3014
SOJA	SUL	8500	8500	3600
SOJA	SUL	13000	13000	3000
SOJA	SUL	3800	3800	2700
SOJA	SUL	1500	1500	2700
SOJA	SUL	199353	199353	3591
SOJA	SUL	1200	1200	3900
SOJA	SUL	7150	7150	3600
SOJA	SUL	6413	6413	3300
SOJA	SUL	870	870	4200
SOJA	SUL	1400	1400	3300
SOJA	SUL	16300	16300	3500
SOJA	SUL	3120	3120	3600
SOJA	SUL	6300	6300	3300
SOJA	SUL	7340	7340	3600
SOJA	SUL	7500	7500	3000
SOJA	SUL	10000	10000	3300
SOJA	SUL	9700	9700	3500
SOJA	SUL	2500	2500	3600
SOJA	SUL	5800	5800	3900
SOJA	SUL	5500	5500	3500
SOJA	SUL	6150	6150	3600
SOJA	SUL	8200	8200	3500
SOJA	SUL	14000	14000	3540
SOJA	SUL	10100	10100	3800
SOJA	SUL	680	680	3500
SOJA	SUL	12800	12800	3900
SOJA	SUL	2750	2750	3300
SOJA	SUL	1380	1380	3600
SOJA	SUL	6500	6500	3500
SOJA	SUL	5800	5800	3600
SOJA	SUL	19000	19000	4200
SOJA	SUL	3400	3400	3300
SOJA	SUL	4300	4300	3300
SOJA	SUL	3200	3200	3600
SOJA	SUL	10000	10000	3480
SOJA	SUL	136063	136063	3712
SOJA	SUL	25900	25900	3720
SOJA	SUL	9200	9200	3720
SOJA	SUL	17000	17000	3900
SOJA	SUL	11800	11800	3960
SOJA	SUL	7600	7600	4000
SOJA	SUL	5400	5400	3600
SOJA	SUL	21800	21800	3600
SOJA	SUL	6400	6400	3480
SOJA	SUL	6163	6163	3600
SOJA	SUL	19600	19600	3600
SOJA	SUL	5200	5200	3480
SOJA	SUL	78654	78654	3092
SOJA	SUL	15020	15020	3183
SOJA	SUL	6104	6104	2701
SOJA	SUL	5500	5500	3000
SOJA	SUL	17000	17000	3360
SOJA	SUL	6440	6440	3426
SOJA	SUL	1450	1450	3000
SOJA	SUL	7560	7560	3198
SOJA	SUL	3400	3400	3400
SOJA	SUL	4500	4500	2520
SOJA	SUL	4200	4200	3600
SOJA	SUL	7480	7480	2225
SOJA	SUL	509620	509620	3230
SOJA	SUL	45000	45000	3052
SOJA	SUL	35300	35300	3320
SOJA	SUL	1070	1070	3325
SOJA	SUL	32700	32700	3250
SOJA	SUL	28870	28870	3294
SOJA	SUL	65000	65000	3301
SOJA	SUL	5500	5500	3278
SOJA	SUL	13840	13840	3262
SOJA	SUL	39900	39900	3292
SOJA	SUL	44000	44000	3005
SOJA	SUL	80650	80650	3294
SOJA	SUL	76000	76000	3324
SOJA	SUL	16700	16700	2951
SOJA	SUL	8010	8010	3301
SOJA	SUL	5100	5100	3000
SOJA	SUL	11980	11980	3008
SOJA	SUL	320462	320462	3567
SOJA	SUL	20000	20000	3600
SOJA	SUL	7487	7487	3000
SOJA	SUL	19620	19620	3298
SOJA	SUL	13000	13000	3600
SOJA	SUL	25900	25900	3694
SOJA	SUL	29700	29700	3973
SOJA	SUL	11000	11000	3000
SOJA	SUL	35010	35010	3000
SOJA	SUL	40000	40000	3300
SOJA	SUL	6000	6000	3432
SOJA	SUL	14240	14240	3607
SOJA	SUL	29480	29480	3929
SOJA	SUL	30000	30000	4020
SOJA	SUL	33500	33500	3780
SOJA	SUL	5525	5525	3304
SOJA	SUL	292670	292670	3584
SOJA	SUL	17120	17120	4140
SOJA	SUL	3400	3400	4320
SOJA	SUL	14800	14800	3318
SOJA	SUL	40400	40400	3780
SOJA	SUL	3200	3200	3300
SOJA	SUL	42800	42800	3179
SOJA	SUL	14800	14800	3600
SOJA	SUL	6200	6200	3200
SOJA	SUL	3000	3000	3200
SOJA	SUL	4700	4700	3600
SOJA	SUL	4700	4700	3600
SOJA	SUL	90400	90400	3519
SOJA	SUL	1000	1000	3000
SOJA	SUL	3500	3500	3600
SOJA	SUL	14550	14550	4201
SOJA	SUL	3900	3900	3300
SOJA	SUL	5500	5500	3200
SOJA	SUL	18700	18700	3910
SOJA	SUL	383070	383070	3551
SOJA	SUL	13850	13850	3900
SOJA	SUL	6150	6150	3600
SOJA	SUL	8200	8200	3900
SOJA	SUL	8000	8000	3600
SOJA	SUL	10010	10010	3600
SOJA	SUL	12500	12500	3250
SOJA	SUL	32000	32000	3700
SOJA	SUL	7000	7000	4000
SOJA	SUL	17100	17100	2950
SOJA	SUL	10500	10500	3600
SOJA	SUL	9500	9500	3840
SOJA	SUL	39500	39500	3540
SOJA	SUL	14000	14000	3225
SOJA	SUL	3500	3500	3360
SOJA	SUL	10350	10350	3720
SOJA	SUL	41000	41000	3252
SOJA	SUL	34500	34500	2400
SOJA	SUL	25160	25160	3904
SOJA	SUL	8000	8000	3600
SOJA	SUL	3500	3500	3350
SOJA	SUL	1700	1700	2996
SOJA	SUL	32500	32500	4500
SOJA	SUL	15200	15200	3900
SOJA	SUL	1600	1600	3500
SOJA	SUL	9750	9750	3900
SOJA	SUL	8000	8000	3900
SOJA	SUL	522640	522640	3651
SOJA	SUL	6080	6080	3312
SOJA	SUL	41220	41220	3609
SOJA	SUL	28400	28400	3639
SOJA	SUL	8775	8775	3314
SOJA	SUL	93000	93000	3507
SOJA	SUL	51400	51400	3728
SOJA	SUL	36840	36840	3900
SOJA	SUL	42400	42400	3756
SOJA	SUL	17600	17600	3400
SOJA	SUL	81000	81000	3322
SOJA	SUL	10150	10150	3800
SOJA	SUL	13575	13575	4203
SOJA	SUL	22500	22500	3643
SOJA	SUL	69700	69700	4012
SOJA	SUL	99810	99810	4035
SOJA	SUL	18100	18100	4450
SOJA	SUL	9730	9730	3992
SOJA	SUL	23000	23000	4200
SOJA	SUL	13080	13080	3839
SOJA	SUL	13600	13600	3720
SOJA	SUL	7300	7300	4000
SOJA	SUL	15000	15000	3780
SOJA	SUL	84455	84455	3419
SOJA	SUL	8500	8500	3180
SOJA	SUL	5000	5000	3000
SOJA	SUL	13500	13500	3600
SOJA	SUL	7500	7500	2700
SOJA	SUL	9015	9015	3780
SOJA	SUL	240	240	3050
SOJA	SUL	35000	35000	3600
SOJA	SUL	5700	5700	3000
SOJA	SUL	304693	304693	3523
SOJA	SUL	60630	60630	3621
SOJA	SUL	18000	18000	3600
SOJA	SUL	270	270	3641
SOJA	SUL	900	900	3600
SOJA	SUL	950	950	3600
SOJA	SUL	6000	6000	3200
SOJA	SUL	4200	4200	3480
SOJA	SUL	60	60	4000
SOJA	SUL	4400	4400	3600
SOJA	SUL	2900	2900	3600
SOJA	SUL	4950	4950	3900
SOJA	SUL	640	640	3500
SOJA	SUL	2000	2000	3700
SOJA	SUL	2200	2200	3500
SOJA	SUL	1000	1000	4788
SOJA	SUL	1210	1210	3200
SOJA	SUL	300	300	3600
SOJA	SUL	2400	2400	3720
SOJA	SUL	950	950	4100
SOJA	SUL	3000	3000	3900
SOJA	SUL	3000	3000	3600
SOJA	SUL	1300	1300	3900
SOJA	SUL	241898	241898	3500
SOJA	SUL	9000	9000	3100
SOJA	SUL	450	450	2700
SOJA	SUL	7500	7500	3180
SOJA	SUL	27000	27000	3600
SOJA	SUL	28500	28500	3300
SOJA	SUL	8500	8500	3200
SOJA	SUL	200	200	3000
SOJA	SUL	46000	46000	3600
SOJA	SUL	3048	3048	3033
SOJA	SUL	45000	45000	3900
SOJA	SUL	5500	5500	3400
SOJA	SUL	6200	6200	3000
SOJA	SUL	55000	55000	3400
SOJA	SUL	2165	2165	3381
SOJA	SUL	350	350	3000
SOJA	SUL	210	210	3362
SOJA	SUL	800	800	3224
SOJA	SUL	5	5	3000
SOJA	SUL	350	350	3600
SOJA	SUL	450	450	3800
SOJA	SUL	770680	770680	3035
SOJA	SUL	460880	460880	3218
SOJA	SUL	63250	63250	2896
SOJA	SUL	10500	10500	2200
SOJA	SUL	46600	46600	3015
SOJA	SUL	92000	92000	3613
SOJA	SUL	19350	19350	3334
SOJA	SUL	26000	26000	3600
SOJA	SUL	45480	45480	3176
SOJA	SUL	149100	149100	3205
SOJA	SUL	8600	8600	2700
SOJA	SUL	261720	261720	2739
SOJA	SUL	23600	23600	2520
SOJA	SUL	22000	22000	3000
SOJA	SUL	3000	3000	4200
SOJA	SUL	8500	8500	2880
SOJA	SUL	3000	3000	3000
SOJA	SUL	3300	3300	3300
SOJA	SUL	49345	49345	3200
SOJA	SUL	31360	31360	3607
SOJA	SUL	13000	13000	3073
SOJA	SUL	62350	62350	1813
SOJA	SUL	28000	28000	2940
SOJA	SUL	2265	2265	2820
SOJA	SUL	12000	12000	1800
SOJA	SUL	48080	48080	2892
SOJA	SUL	850	850	3000
SOJA	SUL	480	480	3200
SOJA	SUL	1300	1300	3000
SOJA	SUL	8100	8100	2400
SOJA	SUL	3500	3500	3600
SOJA	SUL	6400	6400	3800
